id,is_a
3162,3161
3194,476
3199,8450001
3201,476
3202,476
3209,119
3210,119
3211,970
3212,5
3214,3215
3215,64
3216,34921
3217,5156
3218,3037
3219,3037
3220,6598
3221,15023
3222,4254
3224,478
3228,4254
3229,483
3230,490
3231,483
3232,483
3233,483
3234,11024
3235,35037
3236,35037
3238,6937
3239,6937
3240,6937
3241,6932
3242,6932
3243,6937
3244,483
3246,6937
3247,483
3248,5291
3249,15807
3250,4518
3251,1444
3252,10912
3253,18664
3254,5292
3257,5911
3258,15833
3259,5911
3260,5911
3261,4119
3262,10333
3265,10333
3267,13765
3268,13765
3269,1134
3274,1136
3277,10912
3278,10912
3279,1986
3280,2340
3281,4854
3282,2095
3283,2095
3284,2095
3286,4921
3287,4921
3288,3547
3289,3548
3290,3548
3291,3547
3292,5174
3294,3408
3295,36225
3296,2530
3297,2530
3299,5291
3300,5291
3301,5291
3302,5291
3303,5291
3304,12275
3306,481
3307,3306
3308,3306
3309,3306
3310,3306
3311,3306
3312,3855
3314,9891
3315,3855
3316,10333
3317,1763
3318,3859
3319,3859
3320,3104
3321,3860
3322,3104
3323,34995
3324,34995
3325,5253
3326,3104
3327,3859
3328,10377
3329,1208
3330,1208
3331,1208
3332,1205
3333,1205
3334,1209
3335,1209
3336,1206
3337,1206
3338,45
3339,45
3342,1207
3343,3729
3346,1207
3350,483
3351,5911
3352,3929
3353,3929
3354,16885
3355,483
3356,19306
3357,19304
3358,3235
3359,4809
3360,4809
3361,4809
3362,6937
3363,6932
3364,115
3365,115
3366,6955
3367,19306
3368,3235
3369,36215
3371,5291
3372,5291
3373,924
3374,478
3378,4490
3379,4490
3380,4490
3381,18649
3382,18649
3383,4667
3384,4830
3386,1135
3387,4233
3388,1136
3389,4807
3390,1136
3393,2095
3394,2095
3395,4854
3396,7826
3397,3336
3398,3337
3403,2427
3404,2183
3405,2183
3406,7844
3407,3932
3408,13765
3409,10047
3410,3295
3412,10329
3413,10329
3414,9891
3415,9891
3416,3104
3417,3323
3418,3324
3419,9891
3420,3104
3421,9891
3422,5292
3424,3323
3425,29
3426,3585
3427,7808
3428,5156
3429,3825
3430,1021
3431,3442
3432,3824
3433,3441
3434,3448
3435,3445
3436,1021
3437,1021
3438,1021
3439,1021
3440,1021
3441,3440
3442,3440
3443,1021
3444,3825
3445,3442
3446,3445
3447,3448
3448,3441
3449,1066
3450,2001626
3451,3268
3452,18649
3453,1211
3454,1211
3455,34997
3456,1473
3457,7914
3458,1474
3459,5175
3460,8962
3461,10741
3462,3457
3463,5177
3464,15022
3466,3460
3467,11141
3468,4573
3469,3643
3470,9657
3471,9657
3472,3496
3473,3519
3474,1637
3475,3520
3476,1638
3477,13136
3478,13136
3479,3519
3480,5156
3481,3524
3482,5744
3483,1744
3484,3605
3485,5398
3487,1821
3488,5172
3489,4702
3490,1967
3492,3490
3493,3490
3494,3504
3495,3643
3496,1981
3497,3835
3498,5985
3499,1981
3500,3496
3501,3496
3502,1981
3503,3516
3504,1981
3505,3504
3506,3834
3507,3515
3508,3521
3509,1981
3510,3496
3511,3496
3512,3834
3513,1981
3514,7301
3515,7300
3516,3514
3517,3497
3518,3504
3519,1981
3520,3835
3521,3516
3522,3523
3523,3515
3524,1981
3526,3504
3527,3517
3528,2020
3529,4807
3530,15249
3531,1419
3532,1419
3533,15249
3534,14
3535,2464
3536,2173
3537,2173
3538,2186
3539,2186
3540,3538
3541,3539
3542,3538
3543,3539
3544,2316
3546,2335
3547,2360
3548,3547
3549,3547
3550,3549
3551,3549
3552,3550
3553,3550
3554,3549
3555,3292
3556,3548
3557,3288
3558,3556
3559,3291
3560,3292
3561,3548
3562,3288
3563,3561
3564,3561
3565,3291
3566,2384
3567,3838
3568,2384
3569,3589
3570,2384
3571,3580
3572,3837
3573,3588
3574,3573
3575,3598
3576,2384
3577,3569
3578,15791
3579,2384
3580,3570
3581,3566
3582,3570
3583,3570
3584,2384
3585,10313
3586,2384
3587,2384
3588,3587
3589,3587
3590,3592
3591,3592
3592,3580
3593,2384
3594,3838
3595,3589
3596,3595
3597,15791
3598,3588
3599,2384
3601,7844
3603,3406
3604,3603
3605,15152
3606,2495
3607,8962
3608,3606
3609,3614
3610,3837
3611,3570
3613,2521
3614,3613
3615,3611
3616,3611
3617,3611
3618,2522
3619,4797
3620,15025
3622,19232
3623,19232
3624,19232
3625,19231
3631,19241
3632,19242
3633,19242
3634,19242
3635,19241
3636,15026
3637,15027
3638,15028
3639,15029
3640,15031
3641,15032
3642,15033
3643,3509
3644,3517
3645,15043
3646,15044
3647,15045
3648,15046
3649,15047
3650,15037
3651,15038
3652,15039
3653,15040
3654,15041
3655,13164
3656,13630
3657,982
3658,10890
3659,1498
3660,1630
3661,14892
3662,14794
3663,14795
3664,1500
3665,4518
3666,11593
3667,11594
3668,62
3669,11236
3670,456
3671,6659
3672,34925
3673,211
3674,1091
3675,63
3676,11088
3677,63
3678,15
3679,1444
3680,6659
3681,18544
3682,13765
3683,477
3684,464
3685,9198
3686,2553
3687,13685
3688,34944
3689,5913
3690,8001
3691,10276
3692,16884
3693,464
3694,982
3695,1489
3696,1487
3697,60
3698,8447
3699,8114
3700,15212
3701,8846
3702,4111
3703,2394
3704,2394
3705,6590
3706,34681
3707,64
3708,1530
3709,4573
3710,1981
3711,1638
3712,5486
3713,1638
3714,479
3715,34729
3716,35642
3718,61
3719,8900000
3720,8789
3721,11779
3722,8789
3723,11779
3724,1021
3725,1813
3726,1780
3727,1780
3728,2553
3729,344
3820,5153
3821,12357
3822,8785
3823,8784
3824,3439
3825,3439
3826,5893
3827,5181
3828,5173
3829,5090
3830,5181
3831,1630
3832,13765
3833,5173
3834,3513
3835,3513
3836,1085
3837,3586
3838,3586
3839,3657
3840,3657
3841,3657
3842,464
3843,483
3844,35034
3845,35034
3846,483
3847,1637
3848,1638
3849,3099
3850,2342
3851,2342
3852,3099
3853,2342
3854,3075
3855,5156
3856,7529
3857,10330
3858,10330
3859,9749
3860,9749
3861,10358
3862,15034
3863,15035
3864,4301
3865,4300
3866,4301
3867,4300
3868,4302
3869,6598
3876,2616
3881,3876
3882,3876
3883,3876
3884,3876
3885,2095
3886,464
3887,2050
3888,12466
3889,15212
3890,15212
3891,64
3893,158
3894,9497
3895,1134
3897,14892
3898,1134
3900,1134
3901,3037
3902,4121
3903,13765
3904,64
3905,64
3906,479
3907,2087
3908,2087
3909,2005260
3910,3909
3911,483
3912,3913
3913,4765
3914,483
3915,3914
3916,1013
3917,62
3918,3104
3920,1981
3921,6598
3922,7499
3923,3922
3924,3922
3925,1781
3926,1781
3928,58
3929,483
3930,2165
3931,19261
3932,3933
3933,7844
3934,3104
3935,3104
3936,11590
3937,5156
3938,10000
3939,200
3941,4720
3942,1032
3943,2836
3945,10000
3946,5156
3947,10000
3948,119
3949,2372
3950,464
3951,64
3952,3566
3953,3566
3954,3685
3955,3675
3956,467
3957,476
3958,5055
3959,5156
3960,10313
3961,7702
3962,1808
3963,1808
3964,1806
3965,6134
3966,3457
3967,2521
3968,29
3970,6876
3971,3462
3972,5156
3973,3462
3974,13515
3975,4175
3976,25
3977,25
3978,64
3979,3978
3980,14466
3981,1305
3982,1305
3983,4151
3984,13515
3985,1838
3986,1838
3987,34922
3988,7651
3989,13118
3990,16550
3991,4668
3992,4668
3993,4111
3994,5179
3995,8789
3996,4530
3997,15212
3998,15212
3999,10273
4000,11846
4001,22303
4002,5293
4003,4004
4004,2749
4006,2749
4008,5291
4009,4720
4010,3718
4011,3718
4012,20
4013,5291
4014,4120
4015,15
4016,17650
4017,10314
4019,18389
4021,5292
4022,34706
4023,2050
4024,2050
4025,2050
4026,2050
4027,5292
4029,9141
4030,9141
4031,7213
4032,61
4033,61
4034,476
4035,14950
4040,14950
4041,10422
4042,1745
4043,10000
4044,4877
4045,4921
4046,89
4047,4050
4048,5219
4049,4050
4050,315
4051,4049
4052,4050
4053,4176
4054,4175
4055,16566
4056,2050
4057,1134
4058,25
4059,3990
4060,34706
4061,34707
4062,5162
4063,5882
4064,5291
4066,9292
4067,9292
4068,9292
4069,2616
4070,4004
4073,8995
4074,4070
4075,4070
4076,4070
4077,4070
4078,4070
4079,4070
4080,4070
4081,4070
4082,4070
4083,4070
4084,8480029
4085,4084
4086,5358
4087,13768
4088,1444
4089,1444
4090,34921
4092,467
4096,4530
4098,5055
4099,464
4100,467
4101,1444
4103,5913
4104,6800
4105,477
4106,1867
4108,5913
4109,5808
4110,2553
4111,10000
4113,2376
4114,10064
4115,3496
4116,11779
4117,5291
4118,2203
4119,61
4120,61
4121,61
4122,467
4123,5983
4124,4123
4125,4123
4126,4124
4127,4125
4128,4121
4129,2418
4130,16548
4132,2925
4133,9662
4134,6853
4135,7685
4136,7685
4138,1774
4139,2050
4140,7688
4141,12275
4142,2099
4145,4111
4146,18649
4148,13140
4149,946
4150,946
4151,64
4152,4151
4153,10313
4154,2085
4155,2085
4159,2085
4160,3104
4161,3104
4162,2036
4163,4121
4164,4120
4166,19263
4167,15593
4170,7838
4171,1018
4172,1018
4173,1018
4175,3133
4176,3133
4177,62
4178,4695
4179,9842
4180,3584
4182,34969
4183,22358
4184,5156
4185,4921
4186,4001
4187,15153
4188,4211
4189,4852
4190,6544
4193,7685
4194,1285
4195,1285
4196,6555
4197,6555
4198,5423
4199,5423
4200,64
4201,10000
4202,10000
4203,13522
4204,1232
4205,1232
4206,6555
4207,6555
4208,3104
4209,7503
4211,4819
4212,3527
4214,3431
4215,1021
4216,3433
4217,3433
4218,3431
4219,1135
4220,4221
4221,4226
4222,4226
4223,5156
4224,34933
4225,1135
4226,1135
4227,1135
4228,1135
4229,4228
4230,4228
4231,1135
4232,1135
4233,4225
4234,3386
4235,1135
4236,4695
4237,1135
4238,1135
4239,4221
4240,1135
4241,4242
4242,4233
4243,8715
4245,5156
4246,1135
4247,5174
4248,12359
4249,12358
4250,3460
4251,5893
4252,1383
4253,1630
4254,1499
4255,1499
4256,1383
4257,3503
4258,1981
4259,3507
4260,3507
4261,3503
4262,1511
4263,2427
4264,1511
4265,2349
4266,3569
4267,2384
4268,3573
4269,3573
4270,3569
4271,2407
4273,3685
4274,3911
4275,3911
4276,3911
4277,1630
4288,34925
4289,62
4290,16888
4291,12275
4292,3837
4293,1021
4294,4189
4295,2464
4296,4232
4297,4237
4300,3221
4301,3221
4302,3221
4311,14484
4312,14485
4313,14486
4314,14487
4315,14483
4316,14484
4317,14485
4318,14486
4319,14487
4320,14488
4321,14489
4322,14490
4323,14491
4324,14488
4325,14489
4326,14490
4327,14491
4328,14502
4329,14503
4330,14504
4331,14505
4332,14501
4333,14502
4334,14503
4335,14504
4336,14505
4337,14483
4338,14501
4339,10912
4340,5631
4341,5291
4344,1638
4345,5292
4346,8845
4347,4357
4348,6598
4353,5156
4354,5156
4356,2050
4357,6598
4358,5156
4359,5156
4360,5156
4361,10313
4362,2539
4363,10314
4364,2050
4365,1981
4366,478
4367,5769
4368,13765
4369,158
4370,5769
4374,2049
4375,10740
4376,1474
4377,1438
4378,1438
4379,1437
4380,1437
4381,11582
4382,1437
4383,1437
4384,1437
4385,1437
4386,1437
4387,4446
4388,1437
4389,11973
4390,1437
4391,4390
4392,4390
4393,4390
4394,4390
4395,4389
4396,4389
4397,4389
4398,4389
4399,4389
4400,5808
4401,4400
4402,4400
4403,16896
4404,4382
4405,4383
4406,4384
4407,4385
4408,4386
4409,4448
4410,4388
4411,4382
4412,4384
4413,4385
4414,4447
4415,4389
4416,4390
4417,4414
4418,4414
4419,4414
4420,4414
4421,4414
4422,4416
4423,4416
4424,4416
4425,4416
4426,11104
4427,4415
4428,4415
4429,4415
4430,4415
4431,4415
4432,11979
4433,11979
4434,11979
4435,11979
4436,11978
4437,11978
4438,11978
4439,11978
4440,11977
4441,11977
4442,11977
4443,11977
4444,11979
4445,11977
4446,1437
4447,4446
4448,4446
4449,4573
4450,15212
4451,2412
4452,8785
4453,9877
4454,8784
4455,922
4456,467
4461,8229
4462,1015
4463,4466
4464,4479
4465,1015
4466,4482
4467,1015
4468,1015
4469,1015
4470,14792
4471,14793
4473,8229
4474,4481
4475,1015
4476,1015
4478,1015
4479,1015
4480,7271
4481,7269
4482,7270
4486,4479
4487,4474
4488,4482
4489,4481
4490,4493
4491,4492
4492,1133
4493,1133
4494,18649
4495,4830
4496,3898
4497,3898
4498,1134
4499,1134
4500,1134
4501,1134
4502,1134
4503,1134
4504,1134
4505,3269
4506,1134
4507,1134
4508,3269
4509,1134
4510,3898
4511,3898
4512,1134
4513,3898
4514,3898
4515,4233
4516,4515
4517,4515
4518,14892
4519,2379
4520,8715
4521,6876
4522,2049
4523,2494
4524,2494
4525,3452
4526,3452
4527,4103
4528,4103
4529,34768
4530,4100000
4533,15212
4534,15212
4535,10314
4536,2049
4537,2049
4538,2113
4539,2113
4540,6138
4544,34969
4545,2437
4546,5913
4547,478
4548,15212
4549,15212
4550,11185
4552,3514
4553,4552
4554,4552
4561,4563
4562,3514
4563,4562
4564,4562
4571,7798
4572,7798
4573,1637
4581,2049
4582,7798
4590,1630
4601,2228
4602,2228
4603,2228
4604,2228
4605,2228
4606,2228
4607,2228
4608,2238
4609,2238
4610,2239
4611,2239
4612,2413
4613,2413
4614,2413
4615,2413
4616,2413
4617,2414
4618,2414
4619,2414
4620,2414
4621,2414
4622,1094
4623,1094
4624,1094
4625,1094
4626,2347
4627,2347
4628,2347
4629,2347
4630,2347
4631,2347
4632,2347
4633,2347
4634,2347
4635,2347
4636,2347
4637,10363
4638,4852
4639,3644
4640,3644
4641,3893
4642,5357
4643,5357
4644,5357
4645,3350
4646,1637
4647,64
4648,6676
4649,4100000
4650,12329
4651,5913
4652,4769
4654,4100000
4655,4100000
4657,4100000
4658,5913
4659,18664
4660,4100000
4661,64
4662,63
4663,35965
4664,5734
4665,6660
4666,5983
4667,2385
4668,161
4670,10371
4671,200
4672,2285
4673,6843
4674,6843
4675,6843
4676,16550
4677,16570
4678,2315
4679,2304
4680,11215
4681,1032
4682,2437
4683,2616
4684,2616
4686,8845
4687,8845
4688,1637
4689,1638
4690,1214
4691,6530
4692,35036
4693,1277
4694,15808
4695,1135
4696,4237
4697,10754
4698,1919
4699,8307
4700,4852
4701,4852
4702,4807
4703,2616
4704,2553
4705,2553
4706,2050
4707,105
4708,10314
4709,4708
4710,4708
4711,1638
4713,6609
4714,119
4715,6444
4716,61
4717,13529
4718,13529
4719,14401
4720,2749
4721,20
4722,15918
4723,3644
4724,211
4725,2616
4726,6544
4727,11779
4728,69
4729,69
4730,69
4731,4732
4732,63
4733,4732
4734,922
4735,2050
4736,74
4737,4120
4738,2303
4739,74
4740,13746
4741,8907
4742,15212
4743,7829
4744,8907
4745,12071
4746,11164
4747,15015
4749,2050
4750,2050
4751,11613
4752,13765
4753,4765
4754,464
4755,2384
4756,4765
4757,4758
4758,2530
4759,4758
4760,3408
4761,75
4763,2481
4764,2481
4765,62
4766,1474
4767,12070
4768,12360
4769,5055
4770,34925
4771,10425
4772,94
4773,4772
4774,4772
4775,4726
4776,4726
4777,9
4778,4777
4779,30
4780,30
4781,30
4782,42
4783,42
4784,37144
4785,344
4786,344
4787,2325
4788,4819
4789,36225
4790,19319
4791,440
4792,4795
4793,4795
4794,456
4795,456
4796,6530
4797,4923
4798,482
4799,4798
4800,4799
4801,6955
4802,10499
4803,5156
4804,5156
4805,34969
4806,34969
4807,483
4808,483
4809,3929
4810,4211
4811,6955
4812,4803
4813,34969
4814,4802
4815,4802
4816,4802
4817,15808
4818,2031
4819,483
4820,34969
4821,487
4822,4820
4823,4820
4825,957
4827,958
4829,1134
4830,1134
4831,1134
4832,1134
4833,1134
4834,1135
4835,5156
4848,4702
4849,4702
4850,1986
4851,4700
4852,1986
4854,4782
4857,2384
4858,2418
4859,2530
4861,2299
4862,2299
4863,4295
4864,36302
4865,11164
4866,11164
4867,2553
4868,15169
4869,3103
4870,15917
4871,2050
4872,2050
4873,2050
4874,2050
4875,2050
4876,6598
4877,5292
4878,4877
4879,2050
4880,2050
4882,483
4883,4120
4884,4883
4885,16566
4886,4885
4887,4886
4888,4886
4889,102
4890,6518
4892,467
4893,3037
4894,60
4895,4233
4896,3404
4897,4901
4899,4901
4900,4901
4901,9603
4902,9846
4903,7651
4904,122
4905,34921
4906,4921
4907,4921
4908,4921
4909,5156
4910,4909
4911,4909
4912,9854
4913,2394
4914,34944
4915,11185
4916,4590
4917,4590
4918,4917
4919,4917
4921,13522
4922,22303
4923,64
4924,18257
4925,4924
4926,4938
4927,3331
4928,1208
4929,3331
4930,3331
4931,3331
4932,3331
4933,1200
4934,1200
4935,1200
4936,4937
4937,1200
4938,9
4939,4938
4940,4938
4941,4938
4942,4938
4943,9
4944,4943
4945,4943
4946,1205
4947,4949
4948,4949
4949,1957
4950,1957
4951,1957
4952,4777
4980,344
4982,4987
4983,19042
4984,19042
4985,19042
4986,19042
4987,355
4988,4999
4989,1207
4990,317
4991,317
4992,317
4993,317
4994,1199
4995,1199
4996,1199
4997,4998
4998,1199
4999,344
5000,4999
5001,4999
5002,4999
5003,4999
5004,4980
5005,4980
5006,344
5007,5006
5008,5006
5009,1259
5010,1259
5011,5048
5012,5048
5013,12299
5014,12299
5015,5013
5016,12299
5017,5043
5018,344
5019,3729
5020,3729
5021,344
5022,355
5023,4786
5024,5019
5025,5024
5026,344
5027,344
5028,344
5029,344
5030,344
5031,36294
5032,36294
5033,344
5034,5036
5035,5036
5036,410
5037,410
5038,410
5039,4785
5040,5039
5041,5039
5042,9647
5043,344
5044,5026
5045,344
5046,5019
5047,1824
5048,19042
5049,19042
5050,34944
5051,2050
5052,945
5053,10000
5054,5053
5055,5913
5056,4176
5057,62
5058,2530
5061,2050
5062,15212
5063,4127
5064,4126
5065,4127
5066,4126
5067,20
5068,16879
5069,2050
5070,5077
5071,5077
5075,7651
5076,7651
5077,161
5078,5291
5079,476
5080,84
5081,84
5082,464
5083,3244
5085,2050
5086,11817
5087,11814
5088,11814
5089,11814
5090,61
5091,2050
5092,2050
5093,2530
5094,3102
5095,2050
5096,64
5097,12275
5099,6914
5100,4211
5101,4211
5102,4211
5103,4819
5104,83
5105,83
5106,6555
5107,2050
5108,4819
5109,1135
5110,4120
5111,4200
5113,4120
5114,5146
5115,4203
5116,5096
5117,5146
5118,5134
5119,2320
5120,5134
5121,4206
5122,5134
5123,4207
5124,5146
5125,5146
5126,4196
5127,5146
5129,5146
5130,5146
5132,5110
5133,4190
5134,5108
5135,5134
5136,5135
5137,2015
5139,5134
5140,5110
5141,5134
5144,4212
5145,4198
5146,12275
5147,12275
5148,4199
5149,5146
5151,5146
5153,5157
5154,486
5155,1004
5156,10000
5157,483
5158,353
5159,2616
5160,61
5161,5160
5162,61
5164,4135
5167,1232
5168,14401
5169,3891
5170,5156
5171,2394
5172,5173
5173,5177
5174,62
5175,5181
5176,34922
5177,62
5178,5181
5179,5173
5181,5177
5184,958
5185,13522
5192,5156
5193,3496
5194,3834
5195,5156
5196,10754
5197,1780
5199,1911
5200,5175
5202,2335
5203,8410077
5204,36225
5205,5156
5206,3891
5207,3893
5208,3978
5211,5215
5212,5169
5213,5211
5214,5211
5215,5169
5217,39175
5218,39175
5219,39175
5220,1978
5221,1280
5222,1280
5223,1978
5224,1978
5225,483
5226,490
5227,490
5228,483
5229,483
5233,14702
5234,924
5236,64
5239,4064
5240,4064
5243,2165
5244,3404
5245,3404
5248,2349
5249,1224
5250,2530
5251,12466
5252,2553
5253,5291
5254,3860
5255,10702
5256,5291
5257,10702
5258,3859
5259,3860
5261,3906
5262,3906
5263,3906
5268,3644
5269,14401
5270,5215
5271,64
5272,3527
5273,5275
5274,5275
5275,15249
5276,5275
5277,5275
5278,5276
5279,5277
5281,467
5282,467
5283,4923
5286,5283
5287,5283
5288,5283
5289,5283
5290,4733
5291,479
5292,479
5293,2749
5294,2050
5295,12275
5296,5295
5297,5295
5298,8480029
5299,11374
5301,10147
5302,5398
5303,1816
5304,429
5305,64
5306,7567
5307,5079
5308,161
5309,1285
5310,1231
5311,11814
5312,84
5313,34969
5314,4821
5315,4821
5316,8307
5317,1917
5319,1232
5320,2303
5321,1135
5322,1285
5323,3104
5324,5330
5325,74
5326,4190
5327,5330
5328,4198
5329,5330
5330,5103
5331,5103
5332,4199
5333,10371
5334,30
5335,5631
5336,4923
5337,4145
5338,4145
5339,4145
5340,19294
5341,19294
5342,5913
5343,14950
5344,34696
5345,4081
5346,4081
5347,4003
5348,4003
5349,4070
5350,14648
5351,27331
5352,34921
5353,10000
5354,4100000
5355,18664
5356,10371
5357,4670
5358,4923
5359,4670
5360,1701
5361,1701
5362,9127
5363,10313
5364,5362
5366,16526
5367,2305
5368,2305
5370,2305
5371,2305
5372,2305
5373,16550
5374,16550
5375,16550
5376,9950
5377,4001
5378,4001
5379,9950
5380,4001
5381,2304
5382,11300
5383,11215
5384,19306
5385,10499
5386,1826
5387,1047
5388,4923
5389,61
5390,2301
5391,2301
5392,2301
5393,2301
5394,2301
5395,2301
5396,4573
5397,3547
5398,3937
5399,3937
5400,3556
5401,11300
5402,6846
5403,11300
5404,9198
5405,1013
5406,1013
5407,1808
5408,2616
5409,467
5410,4637
5411,11164
5412,6846
5413,1018
5414,10329
5415,5414
5416,5414
5417,5419
5418,5420
5419,4357
5420,4357
5421,4356
5422,4356
5423,1
5424,6598
5425,6598
5426,479
5427,10313
5428,5291
5429,7329
5430,1021
5431,35307
5432,3498
5434,11676
5435,34944
5436,4573
5437,5844
5438,3920
5439,2050
5440,4573
5441,1111
5442,35032
5443,479
5445,12139
5446,13685
5448,4120
5449,64
5450,464
5451,12139
5452,4923
5453,35769
5454,35032
5455,6846
5456,18321
5457,5483
5458,1310
5459,15212
5460,15212
5461,34908
5462,9569
5463,464
5464,12254
5465,1021
5467,8876
5469,5483
5470,1310
5471,15212
5472,15212
5473,11676
5475,17635
5476,2464
5477,1276
5478,6846
5479,35769
5480,6271
5481,17640
5483,15212
5484,11741
5485,6675
5486,6615
5487,13140
5488,35771
5489,5455
5490,5455
5491,3099
5492,3496
5493,4120
5494,7524
5495,5496
5496,61
5497,4121
5498,4120
5499,1892
5500,3079
5501,5496
5502,3054
5507,1892
5511,1892
5515,1892
5519,1892
5523,1892
5527,1892
5561,5496
5562,3351
5563,7530
5564,1048
5565,14387
5566,5500
5567,5501
5568,5502
5569,1892
5570,5500
5571,5501
5572,5502
5573,5500
5574,5501
5575,5502
5576,5500
5577,5501
5578,5502
5579,5500
5580,5501
5581,5502
5582,5500
5583,5501
5584,5502
5585,5500
5586,5501
5587,5502
5588,5500
5589,5501
5590,5502
5591,5496
5594,5291
5597,1048
5598,2329
5599,3513
5600,25
5601,10277
5602,3281
5604,2394
5605,3704
5606,12467
5607,5629
5608,1637
5609,4573
5610,1638
5611,15212
5612,4573
5613,3513
5614,10371
5615,1803
5616,12254
5617,1638
5619,10000
5620,7375
5621,1630
5622,3513
5623,946
5624,1637
5625,7473
5626,3281
5628,4573
5629,2049
5630,5631
5631,158
5636,397
5637,1276
5638,15808
5639,3364
5640,3364
5642,490
5643,8346
5644,8346
5645,5227
5646,5227
5647,5227
5648,5227
5649,5226
5650,5226
5651,5226
5652,5226
5653,15839
5654,15839
5655,3364
5656,483
5657,6932
5658,3235
5659,3235
5660,924
5661,924
5662,924
5664,925
5665,925
5666,925
5667,7524
5669,1136
5670,1136
5671,1136
5672,3364
5673,3365
5674,5672
5675,5672
5676,5672
5677,3396
5678,2184
5679,2184
5680,2184
5681,3538
5682,3538
5685,2296
5686,2296
5687,15059
5688,464
5689,9494
5690,9494
5691,9494
5692,5257
5693,5257
5694,5257
5695,5257
5696,5255
5697,5255
5698,5255
5699,5255
5700,15844
5701,15844
5702,5291
5704,3323
5705,10258
5707,10258
5708,10258
5709,10371
5710,10371
5711,4121
5712,4121
5719,4356
5720,4582
5721,6598
5723,3306
5724,5291
5725,5726
5726,1032
5728,7524
5729,6598
5730,6598
5731,5732
5732,7688
5733,5732
5734,5742
5737,5742
5738,5742
5740,4797
5742,4923
5744,4111
5745,15212
5746,476
5749,4120
5750,4188
5751,4188
5753,2050
5754,2050
5760,3037
5764,476
5769,5764
5777,5769
5787,5764
5788,476
5789,476
5792,2050
5795,6598
5796,995
5797,995
5798,995
5799,995
5800,13522
5805,4120
5806,2049
5807,2616
5808,2481
5809,3598
5810,4100000
5813,4529
5814,10358
5815,4100000
5816,4100000
5817,64
5818,5817
5819,5817
5820,5817
5821,11215
5826,5837
5832,1019
5835,7699
5837,11215
5838,11215
5839,6079
5840,6079
5841,6079
5842,6079
5843,5844
5844,1948
5845,5844
5847,6078
5848,6078
5849,6078
5850,6078
5852,16551
5853,16551
5854,16551
5855,16551
5856,11585
5863,5856
5865,5856
5866,5856
5867,12314
5868,2050
5869,4530
5870,16566
5871,4100000
5872,5879
5873,5879
5874,5879
5875,5879
5876,2050
5879,6846
5880,5881
5881,475
5882,2050
5883,4061
5884,10912
5886,10912
5890,4909
5891,483
5892,83
5893,3464
5895,26
5897,11250
5899,11250
5902,34921
5903,5904
5904,5156
5905,64
5906,62
5908,5906
5911,4119
5912,4788
5913,34944
5919,3973
5920,3973
5921,3973
5922,15212
5925,4530
5928,3102
5931,3
5932,479
5933,479
5941,5933
5942,5933
5943,479
5944,10912
5945,3932
5946,4145
5953,5337
5956,5337
5965,5946
5966,5946
5967,9751
5968,13522
5969,479
5970,7702
5971,478
5972,464
5973,3496
5974,4049
5975,19204
5976,14648
5977,14648
5978,4001
5979,64
5980,64
5981,2553
5982,10131
5983,4923
5984,5983
5985,55
5986,18649
5987,18649
5988,440
5989,10313
5990,6009
5991,6008
5992,6009
5993,6008
5994,5983
5995,6008
5996,6009
5997,6008
5998,6009
6002,4365
6003,64
6004,19204
6005,19204
6006,35959
6007,34922
6008,6444
6009,64
6010,4111
6011,9141
6012,10858
6013,6012
6014,6012
6015,6012
6016,6012
6019,6012
6022,6012
6025,6012
6026,6016
6029,6019
6032,6022
6035,6025
6038,6016
6041,6019
6044,6022
6047,6025
6048,19221
6049,19222
6050,19222
6051,19222
6052,19221
6054,6056
6056,36215
6058,10758
6059,64
6060,2050
6061,4100000
6062,15212
6063,10358
6065,10358
6067,4466
6068,1474
6071,11676
6072,6077
6073,6077
6074,6077
6075,6077
6076,6077
6077,75
6078,16550
6079,16550
6081,64
6082,64
6083,2616
6086,13199
6087,11215
6088,64
6089,11215
6090,11215
6091,64
6092,14640
6093,200
6094,64
6095,13529
6096,13529
6097,11215
6098,19264
6099,13529
6100,13529
6101,13529
6102,13529
6104,13529
6106,5913
6107,7245
6108,7245
6114,14640
6115,11215
6116,11215
6117,11215
6118,16570
6119,11214
6120,6791
6121,14648
6123,6125
6124,6125
6125,2616
6127,6133
6133,11215
6134,5162
6135,6134
6136,6134
6137,6141
6138,4554
6139,4564
6140,4563
6141,4553
6142,6139
6143,6139
6144,6139
6145,6163
6146,6163
6163,4552
6164,6146
6165,6146
6166,6146
6167,6146
6168,6145
6169,6145
6170,2015
6171,2558
6172,4111
6173,5310
6174,6171
6175,5310
6182,2320
6183,4212
6189,5330
6190,5330
6192,5330
6194,6171
6195,6171
6196,6171
6197,9141
6198,5612
6199,6197
6200,1638
6203,64
6204,5172
6205,64
6206,15
6207,4142
6208,477
6209,15048
6210,3104
6211,3037
6212,2050
6213,15049
6214,15049
6215,6598
6216,16566
6217,158
6218,2050
6219,5865
6220,4111
6222,6598
6223,2050
6224,1048
6226,6598
6227,1048
6228,15051
6230,5865
6231,7842
6232,2050
6233,11757
6234,15052
6235,1100000
6236,1048
6238,6598
6239,6598
6240,6598
6241,6598
6242,6598
6243,2050
6244,1048
6245,15053
6246,15053
6247,15054
6248,35132
6250,7499
6251,1048
6252,2050
6253,12467
6254,15056
6255,15056
6256,6598
6257,6846
